id,S,V,O,sentence
1996,the occasional moment of reality,make this Reese Witherspoon,vehicle,"In a nutshell : Weird mix of redneck humor , girly fantasy and the occasional moment of reality make this Reese Witherspoon vehicle for starry-eyed romantics only ."
894,girly fantasy,make,this Reese Witherspoon vehicle,"In a nutshell : Weird mix of redneck humor , girly fantasy and the occasional moment of reality make this Reese Witherspoon vehicle for starry-eyed romantics only ."
1403,the occasional moment of reality,make,this Reese Witherspoon vehicle,"In a nutshell : Weird mix of redneck humor , girly fantasy and the occasional moment of reality make this Reese Witherspoon vehicle for starry-eyed romantics only ."
1315,He,stepped out of,his Mercedes,"He stepped out of his Mercedes and stood among dozens of other stupefied commuters , all staring helplessly at the smoke and flames in the distance ."
2335,He,stepped,his Mercedes,"He stepped out of his Mercedes and stood among dozens of other stupefied commuters , all staring helplessly at the smoke and flames in the distance ."
898,He,stepped out of Mercedes and stood among,dozens of other stupefied commuters,"He stepped out of his Mercedes and stood among dozens of other stupefied commuters , all staring helplessly at the smoke and flames in the distance ."
1324,He,stood among,dozens of other stupefied commuters,"He stepped out of his Mercedes and stood among dozens of other stupefied commuters , all staring helplessly at the smoke and flames in the distance ."
1278,Giorgio,began getting,headaches,"But in late September , Giorgio began getting headaches ."
1754,Koplowitz 's next concert,will be presented at,Dance Theater Workshop,Koplowitz 's next concert will be a more modest affair and presented indoors at Dance Theater Workshop in May .
1271,Koplowitz 's next concert,will be,a more modest affair,Koplowitz 's next concert will be a more modest affair and presented indoors at Dance Theater Workshop in May .
2251,Koplowitz 's next concert,presented indoors at,Dance Theater Workshop,Koplowitz 's next concert will be a more modest affair and presented indoors at Dance Theater Workshop in May .
697,a more modest affair,and presented indoors at,Dance Theater Workshop,Koplowitz 's next concert will be a more modest affair and presented indoors at Dance Theater Workshop in May .
1716,Only about one in five private-sector employees,receives,experts,"Only about one in five private-sector employees still receives that kind of deal , experts say ."
661,Only about one in five private-sector employees,receives,that kind of deal,"Only about one in five private-sector employees still receives that kind of deal , experts say ."
2063,Only about one in five private-sector employees,still receives,that kind of deal,"Only about one in five private-sector employees still receives that kind of deal , experts say ."
1966,Only about one in five private-sector employees,still receives kind of deal,experts,"Only about one in five private-sector employees still receives that kind of deal , experts say ."
1335,It,did n't specify goods in,either case,It did n't specify which goods in either case .
38,It,did n't specify,which goods,It did n't specify which goods in either case .
1770,It,did n't specify,goods,It did n't specify which goods in either case .
1635,which,(R-nsubj),goods,It did n't specify which goods in either case .
2154,The committee,is planning to hear from,him,The committee is planning to hear from him this month .
1719,The committee,is planning to hear,this month,The committee is planning to hear from him this month .
852,The committee,is planning to hear from,this month,The committee is planning to hear from him this month .
1715,The scandal,has now forced resignations at,Japan 's fourth-largest bank,The scandal has now forced resignations at Japan 's fourth-largest bank and three of Japan 's Big Four brokerages .
2461,It,wanted,the court,It said it wanted the court to establish whether the government had failed to `` apply the same rules '' to all the bidders .
158,it,wanted,the court,It said it wanted the court to establish whether the government had failed to `` apply the same rules '' to all the bidders .
2127,it,wanted the court to establish whether,the government,It said it wanted the court to establish whether the government had failed to `` apply the same rules '' to all the bidders .
1072,the court,to establish whether,the government,It said it wanted the court to establish whether the government had failed to `` apply the same rules '' to all the bidders .
